gene_name	class_type	count	probes
MFAP2	class1	9	{'cg18679190', 'cg15600437', 'cg16603059', 'cg10201923', 'cg19306948', 'cg03394122', 'cg12695612', 'cg08477744', 'cg17744878'}
MFAP2	class2	9	{'cg02574421', 'cg00031063', 'cg21304454', 'cg05055766', 'cg16718986', 'cg04875062', 'cg04236263', 'cg01728712', 'cg05985737'}
MORN1	class1	8	{'cg04559183', 'cg09024606', 'cg12442015', 'cg13014406', 'cg03533858', 'cg11142617', 'cg13102658', 'cg26022577'}
MORN1	class2	115	{'cg23207616', 'cg04292672', 'cg05368971', 'cg15392054', 'cg04156483', 'cg22349332', 'cg17444015', 'cg02473847', 'cg26808154', 'cg07701579', 'cg17453416', 'cg07584620', 'cg03399754', 'cg11676291', 'cg20406347', 'cg23738443', 'cg01296877', 'cg26876101', 'cg03447557', 'cg26026567', 'cg08868601', 'cg07087919', 'cg15392919', 'cg10057168', 'cg12077294', 'cg06799533', 'cg22718169', 'cg01520454', 'cg22708961', 'cg08360229', 'cg08468283', 'cg15839450', 'cg09438972', 'cg11380092', 'cg00104098', 'cg05392448', 'cg04788743', 'cg11669283', 'cg16600733', 'cg20632871', 'cg15836199', 'cg13865934', 'cg17849542', 'cg24679420', 'cg10376814', 'cg15549502', 'cg15527356', 'cg16555896', 'cg07559319', 'cg09314225', 'cg12936238', 'cg22045975', 'cg26542461', 'cg08662116', 'cg17866257', 'cg19811365', 'cg22519947', 'cg18624777', 'cg10521034', 'cg18860787', 'cg27294168', 'cg18106803', 'cg09971184', 'cg27545787', 'cg21568910', 'cg27054514', 'cg18155888', 'cg25737215', 'cg04236205', 'cg07978996', 'cg08867908', 'cg13864546', 'cg16399855', 'cg00988396', 'cg14171516', 'cg05119206', 'cg00089512', 'cg08130630', 'cg00032879', 'cg00667048', 'cg02896354', 'cg04286030', 'cg09129839', 'cg11070388', 'cg19374731', 'cg21145284', 'cg14098223', 'cg21107210', 'cg12131894', 'cg00090764', 'cg14982930', 'cg09811127', 'cg12700755', 'cg00306532', 'cg04992757', 'cg16579225', 'cg19084427', 'cg07825369', 'cg04889790', 'cg20000946', 'cg15009913', 'cg15924509', 'cg02687883', 'cg21391942', 'cg09349094', 'cg04580226', 'cg11333375', 'cg14288483', 'cg16330535', 'cg13805052', 'cg14222474', 'cg12409821', 'cg27305939', 'cg05628390', 'cg05787839'}
ATPIF1	class1	5	{'cg16834431', 'cg00033102', 'cg20569141', 'cg20801348', 'cg07318049'}
ATPIF1	class2	5	{'cg13436232', 'cg19025723', 'cg14852238', 'cg14852267', 'cg26420824'}
HEYL	class1	5	{'cg23037132', 'cg06154570', 'cg17602126', 'cg12160637', 'cg17449954'}
HEYL	class2	7	{'cg05720261', 'cg12634306', 'cg05959346', 'cg04977528', 'cg13457165', 'cg00034101', 'cg00761344'}
FDPS	class1	8	{'cg23022783', 'cg06979924', 'cg21787190', 'cg06352803', 'cg14026927', 'cg26316072', 'cg15470750', 'cg14788660'}
FDPS	class2	16	{'cg08949192', 'cg15113766', 'cg12489819', 'cg21996336', 'cg03933784', 'cg17142371', 'cg08847296', 'cg15676040', 'cg00034416', 'cg26420739', 'cg09579413', 'cg24547565', 'cg25762744', 'cg23894318', 'cg10836036', 'cg05954884'}
ACTA1	class1	6	{'cg11689813', 'cg07777790', 'cg12908399', 'cg20025656', 'cg04900080', 'cg00064261'}
ACTA1	class2	19	{'cg27229613', 'cg05347845', 'cg25792990', 'cg05353133', 'cg08652487', 'cg09926178', 'cg04568492', 'cg23597629', 'cg11589139', 'cg26163852', 'cg24104241', 'cg14852384', 'cg00034468', 'cg13547644', 'cg11668749', 'cg12341314', 'cg04030615', 'cg02970384', 'cg02767613'}
RUNX3	class1	11	{'cg16529592', 'cg19774846', 'cg12459932', 'cg09993145', 'cg14425908', 'cg23916689', 'cg07801894', 'cg11585280', 'cg13898430', 'cg06037693', 'cg06156260'}
RUNX3	class2	81	{'cg26018544', 'cg10993442', 'cg25470148', 'cg04757093', 'cg04907595', 'cg23086176', 'cg02723372', 'cg22153728', 'cg13629563', 'cg11336061', 'cg04250451', 'cg26672794', 'cg20674490', 'cg15014975', 'cg14656093', 'cg13305657', 'cg25178645', 'cg14182690', 'cg08544331', 'cg21217270', 'cg07236781', 'cg26421310', 'cg15711976', 'cg13106389', 'cg03819515', 'cg08876437', 'cg02083428', 'cg05656688', 'cg03171924', 'cg05162523', 'cg07996594', 'cg06377278', 'cg19590532', 'cg18231267', 'cg19270505', 'cg02970551', 'cg13566436', 'cg15498134', 'cg25882256', 'cg22737001', 'cg20801718', 'cg24463471', 'cg15712177', 'cg20695936', 'cg21406271', 'cg24842859', 'cg04554131', 'cg10013501', 'cg16574073', 'cg00117172', 'cg04221877', 'cg26183671', 'cg00164462', 'cg00035000', 'cg27360282', 'cg16581179', 'cg11018723', 'cg24006721', 'cg10951873', 'cg00929376', 'cg01104425', 'cg18087266', 'cg26256263', 'cg24019564', 'cg06640822', 'cg13461622', 'cg26864395', 'cg15963463', 'cg18813928', 'cg20670361', 'cg22509179', 'ch.1.839062R', 'cg03769939', 'cg06832183', 'cg00147638', 'cg03961551', 'cg27058497', 'cg14645650', 'cg01103597', 'cg09862941', 'cg20288927'}
ARF1	class1	7	{'cg19233769', 'cg26430382', 'cg18167715', 'cg16582344', 'cg21539371', 'cg26431312', 'cg12525736'}
ARF1	class2	19	{'cg26432195', 'cg18882687', 'cg04206499', 'cg05650458', 'cg02480931', 'cg07152030', 'cg06625004', 'cg08264704', 'cg02308112', 'cg00035249', 'cg06347212', 'cg27552960', 'cg21282883', 'cg06155802', 'cg05640322', 'cg21142743', 'cg21005525', 'cg06779113', 'cg22483742'}
HPCAL4	class1	6	{'cg07317551', 'cg01811100', 'cg03578662', 'cg01775082', 'cg02495604', 'cg21011110'}
HPCAL4	class2	17	{'cg11462533', 'cg19314945', 'cg18285309', 'cg00974095', 'cg14165978', 'cg18438793', 'cg00036110', 'cg24733934', 'cg25031380', 'cg25375186', 'cg16040504', 'cg15322430', 'cg19320564', 'cg22827640', 'cg22851420', 'cg08947181', 'cg13896192'}
KIF26B	class1	8	{'cg00710004', 'cg16660237', 'cg13953828', 'cg04109349', 'cg11586600', 'cg06352443', 'cg03320441', 'cg09065617'}
KIF26B	class2	136	{'cg07953201', 'cg13545909', 'cg01787565', 'cg10613684', 'cg15520955', 'cg25035939', 'cg27519942', 'cg08887028', 'cg24673955', 'cg04992425', 'cg22497563', 'cg07832111', 'cg24481802', 'cg15148028', 'cg24359109', 'cg19732653', 'cg21301514', 'cg14174928', 'cg00943287', 'cg12274113', 'cg19690711', 'cg18967361', 'cg26677288', 'cg09265377', 'cg02388488', 'cg00954875', 'cg05816786', 'cg00657694', 'cg09799789', 'cg08239841', 'cg09058471', 'cg03982193', 'cg06880895', 'cg02728172', 'cg15057323', 'cg24641254', 'cg27522235', 'cg26429783', 'cg12446088', 'cg00643651', 'cg09368188', 'cg10776230', 'cg13888026', 'cg11148096', 'cg04014586', 'cg13223803', 'cg11424312', 'cg22729008', 'cg17126435', 'cg05774054', 'cg23838785', 'cg26605712', 'cg21382878', 'cg03896752', 'cg16665231', 'cg15137445', 'cg25730298', 'cg18278247', 'cg25471644', 'cg22686124', 'cg02030410', 'cg23014549', 'cg25757224', 'cg02054059', 'cg19368911', 'cg18264526', 'cg25683662', 'cg14037082', 'cg05957703', 'cg06059663', 'cg18234115', 'cg26072254', 'cg14252488', 'cg07501029', 'cg25721040', 'cg27431182', 'cg22787191', 'cg26434800', 'cg25008504', 'cg01565291', 'cg03284440', 'cg21269393', 'cg11066496', 'cg22226656', 'cg26660656', 'cg11912591', 'cg11587466', 'cg02115218', 'cg08461899', 'cg16362305', 'cg15561613', 'cg15138390', 'cg22257101', 'cg18141646', 'cg10521023', 'cg19252551', 'cg19855153', 'cg14792075', 'cg00036263', 'cg13303358', 'cg17888232', 'cg01822600', 'cg16591381', 'cg25143359', 'cg12054521', 'cg02765564', 'cg03327643', 'cg05034124', 'cg22855441', 'cg25606066', 'cg26109154', 'cg07971584', 'cg12448285', 'cg12720965', 'cg18199753', 'cg22808713', 'cg21400442', 'cg03130248', 'cg24490133', 'cg03937966', 'cg18282079', 'cg03435244', 'cg07978304', 'cg08448668', 'cg17162095', 'cg15358723', 'cg09811759', 'cg19315466', 'cg00348992', 'cg23695037', 'cg11236966', 'cg07915884', 'cg16682257', 'cg02492835', 'cg08886301', 'cg11377642'}
NME7	class1	5	{'cg00040367', 'cg16654023', 'cg02837999', 'cg09363564', 'cg27530620'}
NME7	class2	19	{'cg27292174', 'cg14287742', 'cg15066556', 'cg13692869', 'cg24407065', 'cg27233027', 'cg03052835', 'cg07948875', 'cg10514795', 'cg01554235', 'cg24855730', 'cg05596149', 'cg12797771', 'cg13083637', 'cg26628634', 'cg11696173', 'cg16121444', 'cg10143349', 'cg03047114'}
MYCL1	class1	5	{'cg17514654', 'cg00040446', 'cg23068133', 'cg27650434', 'cg15355146'}
MYCL1	class2	15	{'cg01847380', 'cg12583369', 'cg23922040', 'cg15604337', 'cg20462899', 'cg16490096', 'cg13363823', 'cg16163765', 'cg24059976', 'cg19319228', 'cg11653406', 'cg00295382', 'cg04023370', 'cg08063724', 'cg04366039'}
MXRA8	class1	5	{'cg13393580', 'cg01198994', 'cg17132079', 'cg23973885', 'cg26108719'}
MXRA8	class2	13	{'cg22691336', 'cg11414742', 'cg14270725', 'cg07284273', 'cg12478066', 'cg14793596', 'cg15472728', 'cg15386434', 'cg25063151', 'cg23036947', 'cg19436320', 'cg00040588', 'cg27399052'}
ARHGEF11	class1	5	{'cg18281101', 'cg00615145', 'cg14265075', 'cg13795627', 'cg15074869'}
ARHGEF11	class2	16	{'cg22629266', 'cg08108911', 'cg01511880', 'cg01960096', 'cg00353407', 'cg08480098', 'cg12632832', 'cg25017304', 'cg12604331', 'cg00152117', 'cg11804604', 'cg26543539', 'cg05345888', 'cg09155765', 'cg05126289', 'cg00040986'}
TXNDC12	class1	6	{'cg27168976', 'cg26010095', 'cg10566592', 'cg09178844', 'cg11666690', 'cg00463885'}
TXNDC12	class2	22	{'cg00041014', 'cg00691240', 'cg10605904', 'cg19751897', 'cg11077019', 'cg04305672', 'ch.1.1540554F', 'cg07918569', 'cg19894943', 'cg17076592', 'cg20125159', 'cg05794325', 'cg03160895', 'cg10887547', 'cg04349311', 'cg11967952', 'cg12688215', 'cg27387156', 'cg00528464', 'cg22522985', 'cg08855861', 'cg25745713'}
CDC42SE1	class1	5	{'cg13842305', 'cg23242863', 'cg02918910', 'cg00569385', 'cg15185033'}
CDC42SE1	class2	15	{'cg00224508', 'cg00041641', 'cg25621096', 'cg17002259', 'cg17299902', 'cg07139440', 'cg11717150', 'cg07367563', 'cg18660898', 'cg04469105', 'cg10401367', 'cg08473456', 'cg24600498', 'cg00653615', 'cg08265551'}
GNG4	class1	6	{'cg01712686', 'cg22941646', 'cg13455717', 'cg24454695', 'cg06173536', 'cg14099468'}
GNG4	class2	30	{'cg12181634', 'cg26574680', 'cg25217276', 'cg11696475', 'cg17500055', 'cg04576607', 'cg10840412', 'cg20818778', 'cg04020944', 'cg23965720', 'cg00652727', 'cg06986989', 'cg08848088', 'cg17816394', 'cg25217317', 'cg25193077', 'cg24155399', 'cg18563326', 'cg07783800', 'cg20288565', 'cg24299929', 'cg22076160', 'cg22531801', 'cg06714284', 'cg00043510', 'cg02780849', 'cg14011070', 'cg09649610', 'cg02328440', 'cg20285514'}
KCNAB2	class1	5	{'cg13614083', 'cg00822030', 'cg07015749', 'cg01934408', 'cg12604162'}
KCNAB2	class2	69	{'cg02394186', 'cg17106415', 'cg24591969', 'cg25880365', 'cg06753281', 'cg20814688', 'cg00850612', 'cg01014986', 'cg03969724', 'cg24730892', 'cg01907457', 'cg00043790', 'cg12705326', 'cg11740026', 'cg20060474', 'cg25220769', 'cg11185792', 'cg11194299', 'cg06118571', 'cg14258756', 'cg24068761', 'cg05813032', 'cg16603374', 'cg02448796', 'cg24152353', 'cg23624452', 'cg00773460', 'cg05393578', 'cg25773199', 'cg26300857', 'cg00352913', 'cg24585000', 'cg14578612', 'cg19814116', 'cg27298072', 'cg22451356', 'cg19597652', 'cg13860836', 'cg16361915', 'cg17179571', 'cg00055881', 'cg12770003', 'cg16400756', 'cg05372828', 'cg07922513', 'cg18192083', 'cg24446610', 'cg22235088', 'cg22810710', 'cg07220157', 'cg05701590', 'cg24545495', 'cg16053064', 'cg03549532', 'cg15731035', 'cg26858423', 'cg24641417', 'cg10531774', 'cg19902591', 'cg00223046', 'cg02630629', 'cg13243674', 'cg20415848', 'cg21776674', 'cg19734433', 'cg17499212', 'cg03400374', 'cg00813560', 'cg09036263'}
WDR78	class1	6	{'cg25408008', 'cg02281959', 'cg15393441', 'cg07195508', 'cg17825156', 'cg19150666'}
WDR78	class2	9	{'cg06885641', 'cg09585255', 'cg27519411', 'cg12267147', 'cg00044354', 'cg23744433', 'cg08660285', 'cg25154630', 'cg19315942'}
LYST	class1	6	{'cg13298734', 'cg13677741', 'cg12875892', 'cg01388211', 'cg19643344', 'cg25377475'}
LYST	class2	19	{'cg04144714', 'cg17874053', 'cg07835289', 'cg12718307', 'cg03678274', 'cg03145987', 'cg21442773', 'cg03140624', 'cg18130058', 'cg16102706', 'cg26370158', 'cg12720444', 'cg19857151', 'cg16175124', 'cg13109184', 'cg06887283', 'cg16962115', 'cg10376100', 'cg00045689'}
C1orf57	class1	5	{'cg17889618', 'cg02511172', 'cg07318050', 'cg21690725', 'cg20786495'}
C1orf57	class2	14	{'cg01555036', 'cg04049800', 'cg26105649', 'cg04158884', 'cg26907438', 'cg06079343', 'cg10375802', 'cg02455064', 'cg22225065', 'cg22428125', 'cg19507727', 'cg25065205', 'cg00069771', 'cg00046105'}
PDE4B	class1	9	{'cg26832142', 'cg22488256', 'cg08716655', 'cg04110665', 'cg04704294', 'cg22336004', 'cg22733910', 'cg16294013', 'cg07914107'}
PDE4B	class2	31	{'cg00805867', 'cg19754554', 'cg15985891', 'cg03435439', 'cg05694621', 'cg13866577', 'cg03915752', 'cg06115810', 'cg17590234', 'cg02995493', 'cg26912671', 'cg07926502', 'cg04989278', 'cg03442467', 'cg00046625', 'cg20169766', 'cg20612286', 'cg23045908', 'cg12411964', 'cg24637364', 'cg12277524', 'cg27631199', 'cg02077669', 'cg09320652', 'cg06160606', 'cg08462879', 'cg17892601', 'cg24058805', 'cg16399300', 'cg26963271', 'cg12046882'}
ADAR	class1	8	{'cg06315974', 'cg03920003', 'cg26230819', 'cg12033781', 'cg13392022', 'cg23714091', 'cg25012577', 'cg17218026'}
ADAR	class2	21	{'cg20239527', 'cg25346059', 'cg06269322', 'cg24304309', 'cg19085023', 'cg27530370', 'cg23674107', 'cg03040522', 'cg01517273', 'cg09844687', 'cg00048381', 'cg10409799', 'cg04992282', 'cg07976390', 'cg22396279', 'cg17877990', 'cg11650704', 'cg20705565', 'cg10392840', 'cg20246707', 'cg09786420'}
TMED5	class1	6	{'cg00654709', 'cg09955730', 'cg01538778', 'cg07233428', 'cg03320947', 'cg15093775'}
TMED5	class2	19	{'cg23929381', 'cg00373131', 'cg07387450', 'cg24658158', 'cg03888578', 'cg21584883', 'cg10387458', 'cg00049156', 'cg24810019', 'cg18760729', 'cg00856177', 'cg17591343', 'cg06642228', 'cg13580321', 'cg13546173', 'cg15062711', 'cg13225511', 'cg17470347', 'cg22355895'}
EXOC8	class1	6	{'cg12222574', 'cg26003818', 'cg01815833', 'cg22037798', 'cg23213688', 'cg04127539'}
EXOC8	class2	19	{'cg09862914', 'cg17239796', 'cg15528490', 'cg09797031', 'cg02365918', 'cg15459773', 'cg22365063', 'cg24487361', 'cg04636557', 'cg06978604', 'cg00049253', 'cg26422975', 'cg26039092', 'cg17001457', 'cg10503236', 'cg26227044', 'cg16387254', 'cg24234277', 'cg18022279'}
C1orf124	class1	7	{'cg15459773', 'cg17239796', 'cg04636557', 'cg15528490', 'cg16387254', 'cg24234277', 'cg18022279'}
C1orf124	class2	17	{'cg04917373', 'cg12222574', 'cg22365063', 'cg24487361', 'cg26003818', 'cg01815833', 'cg22037798', 'cg26039092', 'cg23213688', 'cg00049253', 'cg15520941', 'cg04127539', 'cg09797031', 'cg26422975', 'cg02365918', 'cg06796096', 'cg17355809'}
CSDE1	class1	7	{'cg10125119', 'cg16174301', 'cg00296501', 'cg20334635', 'cg15097336', 'cg22360146', 'cg06840144'}
CSDE1	class2	11	{'cg22382137', 'cg10060903', 'cg08166982', 'cg08657020', 'cg00049718', 'cg07420465', 'cg26916764', 'cg07068998', 'cg24141198', 'cg25190176', 'cg15463686'}
CASP9	class1	5	{'cg12138346', 'cg24483825', 'cg21449655', 'cg16706559', 'cg25845331'}
CASP9	class2	17	{'cg12612238', 'cg20798872', 'cg04607100', 'cg25019631', 'cg24458329', 'cg14078231', 'cg02612026', 'cg25154447', 'cg05660106', 'cg21858823', 'cg19602374', 'cg19267254', 'cg20153829', 'cg26194092', 'cg00052626', 'cg04725029', 'cg11404049'}
CROCC	class1	5	{'cg07926618', 'cg24723044', 'cg15209908', 'cg21807694', 'cg07332002'}
CROCC	class2	39	{'cg27578869', 'cg19368145', 'cg23114771', 'cg19589795', 'cg01819707', 'cg01783960', 'cg00053536', 'ch.1.587982R', 'cg25849876', 'cg27582013', 'cg04558298', 'cg16294414', 'cg07981980', 'cg06488081', 'cg24692386', 'cg19270277', 'cg16716295', 'cg07319253', 'cg13678243', 'cg10504108', 'cg12856965', 'cg12402555', 'cg18862597', 'cg04339882', 'cg15015913', 'cg06932483', 'cg22050733', 'cg23732962', 'cg00714888', 'cg14973240', 'cg00094269', 'cg03187710', 'cg02977466', 'cg21863946', 'cg00660701', 'cg13367234', 'cg06911110', 'cg00914354', 'cg12610430'}
PLCH2	class1	5	{'cg20066001', 'cg10716120', 'cg13966547', 'cg04847649', 'cg19694770'}
PLCH2	class2	60	{'cg09356083', 'cg04341461', 'cg23911852', 'cg03847348', 'cg00722329', 'cg00373616', 'cg00153101', 'cg05396298', 'cg04259720', 'cg15824094', 'cg17820022', 'cg17918280', 'cg00314892', 'cg19911801', 'cg24516259', 'cg05962079', 'cg10129768', 'cg05772532', 'cg24902038', 'cg09185998', 'cg01486818', 'cg26406394', 'cg24314879', 'cg26783079', 'cg08615111', 'cg16031338', 'cg08039751', 'cg00055434', 'cg06322310', 'cg14984126', 'cg06350196', 'cg01442889', 'cg26267852', 'cg18023674', 'cg22495848', 'cg03722487', 'cg05005791', 'cg20598921', 'cg11692307', 'cg11854493', 'cg10961249', 'cg15627072', 'cg06824523', 'cg06944249', 'cg16648140', 'cg08655953', 'cg19760917', 'cg20351495', 'cg20739281', 'cg24295985', 'cg00546248', 'cg10219816', 'cg14941600', 'cg12644668', 'cg20932426', 'cg21285056', 'cg15153700', 'cg07821364', 'cg01022121', 'cg11229415'}
ACOT7	class1	10	{'cg08889373', 'cg25370592', 'cg25165880', 'cg10770046', 'cg10967178', 'cg09273516', 'cg00777636', 'cg17236617', 'cg00425213', 'cg02328793'}
ACOT7	class2	81	{'cg02957924', 'cg00057114', 'cg24601967', 'cg17162028', 'cg22346119', 'cg16306654', 'cg20630887', 'cg25345603', 'cg06834177', 'cg11257164', 'cg10375954', 'cg19308185', 'cg11699125', 'cg18148314', 'cg16170708', 'cg08848865', 'cg24599624', 'cg16293838', 'cg08679807', 'cg16034168', 'cg03915541', 'cg24563804', 'cg13209388', 'cg23230478', 'cg18167466', 'cg18222440', 'cg18786324', 'cg21220721', 'cg19267259', 'cg11714702', 'cg09249800', 'cg13549940', 'cg11346669', 'cg04354126', 'cg05591235', 'cg11654006', 'cg13066938', 'cg26250989', 'cg10210448', 'cg24312879', 'cg11690194', 'cg09106198', 'cg00081799', 'cg17080913', 'cg11335203', 'cg15100947', 'cg00506442', 'cg05786314', 'cg09513469', 'cg05045598', 'cg16049283', 'cg26896160', 'cg16429975', 'cg12082302', 'cg22171613', 'cg03961030', 'cg14992217', 'cg24927687', 'cg23095988', 'cg17429065', 'cg16733136', 'cg25706257', 'cg08886676', 'cg02568911', 'cg18324862', 'cg10976772', 'cg09887323', 'cg04309375', 'cg02065192', 'cg27316808', 'cg20414935', 'cg11723698', 'cg25029657', 'ch.1.234734F', 'cg05127153', 'cg21781706', 'cg10219223', 'cg21156684', 'cg26570804', 'cg00821310', 'cg02995045'}
SLC16A1	class1	10	{'cg26162147', 'cg02569658', 'cg25128803', 'cg09226792', 'cg03386556', 'cg01328949', 'cg06854391', 'cg07176692', 'cg19645639', 'cg00963079'}
SLC16A1	class2	23	{'cg25391143', 'cg07967176', 'cg10983938', 'cg00969680', 'cg08491025', 'cg07423363', 'cg07572909', 'cg01792145', 'cg24738650', 'cg16251079', 'cg11717506', 'cg20614262', 'cg24347098', 'cg19777710', 'cg00058299', 'cg15138236', 'cg12551029', 'cg18383124', 'cg00502533', 'cg18130079', 'cg16163697', 'cg05598781', 'cg17020695'}
KLHDC9	class1	5	{'cg17876200', 'cg14795112', 'cg05410790', 'cg05375829', 'cg20747741'}
KLHDC9	class2	11	{'cg17150246', 'cg25320115', 'cg08785274', 'cg00058923', 'cg06649737', 'cg17132124', 'cg21437481', 'cg02957185', 'cg09306340', 'cg27582585', 'cg23651323'}
LOC441869	class1	5	{'cg15081886', 'cg06711078', 'cg24555071', 'cg12286462', 'cg15823872'}
LOC441869	class2	5	{'cg23894219', 'cg17507949', 'cg00060374', 'cg10380643', 'cg15633699'}
C1orf228	class1	6	{'cg24728435', 'cg02954359', 'cg26816438', 'cg04118154', 'cg17598287', 'cg12074084'}
C1orf228	class2	23	{'cg03044096', 'cg14658964', 'cg26246947', 'cg15465878', 'cg03984347', 'cg02890926', 'cg01048810', 'cg13051977', 'cg00060606', 'cg24527881', 'cg15605235', 'cg11814539', 'cg17593366', 'cg07722722', 'cg02359160', 'cg06745753', 'cg04212926', 'cg13876163', 'cg03385270', 'cg06884882', 'cg10319709', 'cg07173823', 'cg03320492'}
TMEM53	class1	5	{'cg17593366', 'cg02890926', 'cg00060606', 'cg13876163', 'cg03044096'}
TMEM53	class2	18	{'cg22933028', 'cg18315935', 'cg23614413', 'cg24728435', 'cg02954359', 'cg14960316', 'cg04079251', 'cg08649608', 'cg03385270', 'cg15388975', 'cg21983178', 'cg04118154', 'cg10808027', 'cg11675172', 'cg14009440', 'cg17598287', 'cg12074084', 'cg26816438'}
YY1AP1	class1	9	{'cg00061769', 'cg22802773', 'cg18277007', 'cg14837416', 'cg08550626', 'cg06437799', 'cg01466020', 'cg01953152', 'cg13088939'}
YY1AP1	class2	9	{'cg17077171', 'cg16676300', 'cg19360850', 'cg04911728', 'cg27114086', 'cg14649652', 'cg10095967', 'cg13985135', 'cg02752934'}
DAP3	class1	5	{'cg17077171', 'cg04911728', 'cg10095967', 'cg16676300', 'cg02752934'}
DAP3	class2	13	{'cg00061769', 'cg22802773', 'cg18277007', 'cg14837416', 'cg27114086', 'cg08550626', 'cg06437799', 'cg01466020', 'cg23915251', 'cg16173234', 'cg16002248', 'cg01953152', 'cg13088939'}
SLC30A7	class1	10	{'cg00063077', 'cg16556008', 'cg02287630', 'cg07739803', 'cg06799423', 'cg06966277', 'cg23259435', 'cg15686842', 'cg19633675', 'cg11748666'}
SLC30A7	class2	10	{'cg16925880', 'cg01065905', 'cg13089765', 'cg02065717', 'cg17034181', 'cg20401181', 'cg09874052', 'cg04559609', 'cg12433831', 'cg03675886'}
EXTL2	class1	11	{'cg00063077', 'cg16556008', 'cg02287630', 'cg07739803', 'cg06799423', 'cg20401181', 'cg23259435', 'cg09874052', 'cg15686842', 'cg19633675', 'cg04559609'}
EXTL2	class2	5	{'cg07498975', 'cg04870470', 'cg06966277', 'cg04098985', 'cg11748666'}
OBSCN	class1	8	{'cg01765600', 'cg19789505', 'cg25622855', 'cg05794117', 'cg07198402', 'cg00251125', 'cg18329175', 'cg27394460'}
OBSCN	class2	128	{'cg13109528', 'cg19247726', 'cg26550330', 'cg00063346', 'cg18261877', 'cg03981727', 'cg14078368', 'cg01195848', 'cg01084386', 'cg19401519', 'cg03040530', 'cg07382039', 'cg09636459', 'cg22370694', 'cg01057552', 'cg24154024', 'cg03054277', 'cg17602777', 'cg06772753', 'cg07600278', 'cg01816880', 'cg10220895', 'cg14420567', 'cg03033447', 'cg03224650', 'cg03339987', 'cg05729000', 'cg27264894', 'cg26273958', 'cg04843660', 'cg16772039', 'cg00566164', 'cg01447854', 'cg15358752', 'cg22850968', 'cg18494421', 'cg04193160', 'cg17745433', 'cg02268584', 'cg18477163', 'cg08621574', 'cg19306380', 'cg04140596', 'cg09411356', 'cg26362105', 'cg17823943', 'cg23630430', 'cg13107669', 'cg06190406', 'cg00270521', 'cg04850211', 'cg06796869', 'cg16397638', 'cg23644589', 'cg05364747', 'cg15618533', 'cg02281446', 'cg19109050', 'cg20775370', 'cg22942751', 'cg13372766', 'cg14530994', 'cg20630560', 'cg25318301', 'cg00311303', 'cg01557798', 'cg01750764', 'cg07922933', 'cg19811123', 'cg25222493', 'cg23658503', 'cg21543434', 'cg19746567', 'cg21772589', 'cg25021695', 'cg06637001', 'cg00313106', 'cg06760305', 'cg22227306', 'cg22862529', 'cg26066912', 'cg16603046', 'cg12579230', 'cg13791379', 'cg14661383', 'cg23586423', 'cg01195628', 'cg26575914', 'cg00964355', 'cg08262088', 'cg19261426', 'cg08794084', 'cg20390450', 'cg20329210', 'cg27171837', 'cg00901843', 'cg12209313', 'cg21407117', 'cg26037170', 'cg16676676', 'cg11852843', 'cg05706189', 'cg06806210', 'cg03419458', 'cg07830794', 'cg13549592', 'cg08312035', 'cg00532451', 'cg25002294', 'cg08881871', 'cg05048523', 'cg05369582', 'cg05701274', 'cg08723571', 'cg21683105', 'cg18857768', 'cg26303165', 'cg25744905', 'cg18159850', 'cg10770726', 'cg07203024', 'cg04924099', 'cg09853570', 'cg03141069', 'cg26940100', 'cg16049941', 'cg18157027', 'cg05844789'}
